iso,year,crop,yield,area,production,yield_trend,yield_anom_pct,spei3_gs,spei6_gs,spei12_gs,spi6_gs,spei12_ann,gs_t,gs_p,gs_t_z,gs_p_z,ann_t,ann_p,t_max_gs_z,spei3_min_gs,oni_djf,oni_mam,oni_jja,price_usd_t,price_lcu_t,spei6_gs_lag1,yield_anom_lag1
ROU,2002,Rye,1913.4,10494.0,20079.0,2008.2296715981772,-4.722053106740045,0.11000789514291963,-0.8923685333849137,-0.8990376195958217,-0.23785354598524514,-0.9404704512341199,19.6175,294.72,0.6285636386436995,-0.06560647810388887,10.430833333333334,609.9,0.6600036773440119,-1.6580127445612942,-0.15,0.2,0.79,115.1,3804380.0,0.2311161373623761,17.782953847261556
ROU,2003,Rye,1613.0,10761.0,17358.0,2038.9453920158728,-20.89047571768204,-1.8231421813067006,-2.210333203525413,-1.4911341390186026,-2.4753896553338306,-1.4255341180021481,20.2875,188.44,1.451231985493015,-1.765287105279016,9.398333333333333,531.06,0.3401781068248858,-2.288294727299094,0.92,-0.04,0.08,198.5,6589290.0,-0.8923685333849137,-4.722053106740045
ROU,2004,Rye,2523.9,21792.0,55000.0,2072.8722436972407,21.75858920751874,0.6471353636653631,0.555003053488096,1.0269080617774016,0.6360011642955404,0.8940902952661683,17.965,341.08,-1.4004803063838978,0.675804830475701,9.694166666666666,727.17,-1.1038828024887344,-0.2947474212558064,0.37,0.17,0.47,169.4,5530000.0,-2.210333203525413,-20.89047571768204
ROU,2005,Rye,2371.0,20650.0,48962.0,2109.523667963292,12.395041402363532,1.8411385847196433,1.676904366231263,1.7646042566374858,1.9184474284207595,1.5337071374089561,18.27,417.25,-1.0259820290868225,1.893951926560848,9.324166666666667,795.14,-1.0166576468926096,0.4646887522389911,0.64,0.43,-0.06,123.6,360.0,0.555003053488096,21.75858920751874
ROU,2006,Rye,2071.7,17242.0,35720.0,2147.7665720553405,-3.5416591842449385,0.8320460599481011,1.357381341465847,0.9614905491297419,1.6488638595429375,0.189880561680338,18.3525,357.91999999999996,-0.9246833147359748,0.9451181703480107,9.580833333333333,667.16,-0.26070629839286374,-0.12608471316327416,-0.85,-0.37,0.1,121.0,340.0,1.676904366231263,12.395041402363532
ROU,2007,Rye,1723.7,11941.0,20583.0,2186.7785353526156,-21.176288676070463,-1.283643092657893,-1.570438672640074,-1.9607134248038176,-0.625938068271557,-0.13916592618191442,20.427500000000002,279.23,1.6231328340883944,-0.31332997184629313,10.970833333333333,702.41,0.9313708280875089,-1.9540349439265472,0.66,-0.32,-0.56,250.2,610.0,1.357381341465847,-3.5416591842449385
ROU,2008,Rye,2416.1,13015.0,31446.0,2226.4705357201797,8.517043510682806,-0.3820532091410878,-0.1914794846892554,0.4994065613238993,0.42008839360206957,-0.6297495813901094,19.142500000000002,295.71000000000004,0.04532861662366655,-0.049773924275290905,10.700000000000001,627.8199999999999,0.020352536305763225,-0.41742175869479226,-1.64,-1.01,-0.37,262.0,660.0,-1.570438672640074,-21.176288676070463
ROU,2009,Rye,2134.1,15444.0,32959.0,2266.831977132363,-5.855395480183525,-0.5402131168096173,-1.1826116139817011,-0.8533857054948353,-0.6518430509932415,-0.6069559983921827,19.377499999999998,271.95,0.3338764696230475,-0.42975521616163914,10.7275,644.44,0.30141137100438675,-1.4386963035935905,-0.85,-0.33,0.45,154.1,470.0,-0.1914794846892554,8.517043510682806
ROU,2010,Rye,2374.2,14439.0,34281.0,2307.9651748327374,2.869836420823057,0.4964953693349704,0.8320545415880454,1.248034291931817,1.5158474848026164,1.4228229095152654,19.515,396.42,0.5027076602077981,1.5608285970157043,10.129166666666666,830.64,0.3789448426453849,0.4964953693349704,1.5,0.35,-1.05,185.7,590.0,-1.1826116139817011,-5.855395480183525
ROU,2011,Rye,2548.3,12315.0,31382.0,2347.1021782516636,8.572179925213442,-0.7526913397183375,-1.135081109549335,-0.5404041725115168,-0.9117371121703162,-1.8980521556398529,19.0975,265.03000000000003,-0.009925227567707329,-0.5404231681756757,9.811666666666666,478.21000000000004,-0.3866981898094875,-1.097894212195811,-1.31,-0.62,-0.43,288.7,880.0,0.8320545415880454,2.869836420823057
